WGXA        |-         |DT |16  |DA  |                    |2  |-  |LIC    |MACON                    |GA |US |BLCDT  -20070501AAI |1000.  kW |-         |216.0   |-       |58262      |N |32 |44 |58.00 |W |83  |33 |35.00 |FOX24 OF MACON LICENSE LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |332.8  m|H       |77955     |0.      |1019786 |241.8   |1183432   |
KOGG        |-         |DT |16  |DA  |                    |2  |-  |LIC    |WAILUKU                  |HI |US |BLCDT  -20090123ACH |50.    kW |-         |818.0   |-       |34859      |N |20 |39 |37.00 |W |156 |21 |46.00 |KHNL/KGMB LICENSE SUBSIDIARY, LLC                                           |   0.00 km |   0.00 mi |  0.00 deg |1419.9 m|H       |76827     |0.      |-       |55.9    |1291093   |
WTVO        |-         |DT |16  |ND  |                    |1  |-  |LIC    |ROCKFORD                 |IL |US |BLCDT  -20021024AAS |196.   kW |-         |201.0   |-       |72945      |N |42 |17 |14.00 |W |89  |10 |15.00 |MISSION BROADCASTING, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |445.   m|H       |33514     |-       |1035539 |204.    |615004    |
WHMB-TV     |-         |DT |16  |DA  |                    |1  |-  |LIC    |INDIANAPOLIS             |IN |US |BLCDT  -20060619AAG |163.   kW |-         |302.0   |-       |37102      |N |39 |53 |40.00 |W |86  |12 |21.00 |LESEA BROADCASTING OF INDIANAPOLIS, INC.                                    |   0.00 km |   0.00 mi |  0.00 deg |556.9  m|H       |78017     |0.      |1253064 |302.4   |1170620   |
KDSM-TV     |-         |DT |16  |DA  |                    |2  |-  |LIC    |DES MOINES               |IA |US |BLCDT  -20041118ABZ |500.   kW |-         |612.0   |-       |56527      |N |41 |49 |47.00 |W |93  |36 |56.00 |KDSM LICENSEE, LLC                                                          |   0.00 km |   0.00 mi |  0.00 deg |902.5  m|H       |39534     |0.      |1061304 |599.    |1027559   |
KOOD        |-         |DT |16  |DA  |                    |2  |-  |LIC    |HAYS                     |KS |US |BLEDT  -20030423ABE |496.   kW |-         |304.0   |-       |60675      |N |38 |46 |16.00 |W |98  |44 |16.00 |SMOKY HILLS PUBLIC TELEVISION CORP.                                         |   0.00 km |   0.00 mi |  0.00 deg |854.   m|H       |43521     |0.      |1032644 |293.    |657393    |
WKHA        |-         |DT |16  |DA  |                    |2  |-  |LIC    |HAZARD                   |KY |US |BLEDT  -20020205AAW |53.2   kW |-         |369.0   |-       |34196      |N |37 |11 |35.00 |W |83  |11 |17.00 |KENTUCKY AUTHORITY FOR EDUCATIONAL TV                                       |   0.00 km |   0.00 mi |  0.00 deg |770.   m|H       |31615     |0.      |1044020 |161.    |594477    |
WNKY        |-         |DT |16  |DA  |                    |2  |-  |LIC    |BOWLING GREEN            |KY |US |BLCDT  -20071220AAY |120.   kW |-         |177.5   |-       |61217      |N |37 |2  |3.80  |W |86  |10 |40.90 |MMK LICENSE LLC                                                             |   0.00 km |   0.00 mi |  0.00 deg |368.6  m|H       |81423     |0.      |1042998 |127.5   |1221662   |
KADN-TV     |-         |DT |16  |DA  |                    |3  |-  |LIC    |LAFAYETTE                |LA |US |BLCDT  -20060630AFZ |800.   kW |-         |359.0   |-       |33261      |N |30 |21 |44.00 |W |92  |12 |53.00 |COMCORP OF LOUISIANA LICENSE CORP.                                          |   0.00 km |   0.00 mi |  0.00 deg |371.   m|E       |29847     |0.      |1022669 |359.    |1203386   |
WAGM-TV     |-         |DT |16  |DA  |                    |2  |-  |LIC    |PRESQUE ISLE             |ME |US |BLCDT  -20030807AEX |3.     kW |-         |333.0   |-       |48305      |N |46 |33 |5.00  |W |67  |48 |36.00 |NEPSK, INC.                                                                 |   0.00 km |   0.00 mi |  0.00 deg |509.   m|H       |60042     |0.      |-       |27.     |677510    |
WSMH        |-         |DT |16  |DA  |                    |1  |-  |LIC    |FLINT                    |MI |US |BLCDT  -20090804ABG |245.   kW |-         |365.5   |-       |21737      |N |43 |13 |31.00 |W |84  |4  |33.00 |WSMH LICENSEE, LLC                                                          |   0.00 km |   0.00 mi |  0.00 deg |556.9  m|H       |101759    |0.      |1241302 |371.6   |1324736   |
KCGE-DT     |-         |DT |16  |DA  |                    |2  |-  |LIC    |CROOKSTON                |MN |US |BLEDT  -20031024AAC |105.   kW |-         |219.6   |-       |132606     |N |47 |58 |38.00 |W |96  |36 |18.00 |PRAIRIE PUBLIC BROADCASTING INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |495.2  m|H       |38385     |0.      |1227695 |219.4   |695326    |
KTCI-TV     |-         |DT |16  |DA  |                    |2  |-  |LIC    |ST. PAUL                 |MN |US |BMLEDT -20050322AGB |50.    kW |-         |392.9   |-       |68597      |N |45 |3  |30.00 |W |93  |7  |27.00 |TWIN CITIES PUBLIC TELEVISION, INC.                                         |   0.00 km |   0.00 mi |  0.00 deg |673.   m|E       |17580     |0.      |1022899 |395.6   |1049503   |
WMAH-TV     |-         |DT |16  |DA  |                    |3  |-  |LIC    |BILOXI                   |MS |US |BMLEDT -20080930AGR |150.   kW |-         |475.5   |-       |43197      |N |30 |45 |18.00 |W |88  |56 |44.00 |MISSISSIPPI AUTHORITY FOR EDUCATIONAL TELEVISION                            |   0.00 km |   0.00 mi |  0.00 deg |512.9  m|H       |45861     |0.      |1041052 |459.6   |1267772   |
KINC        |-         |DT |16  |DA  |                    |2  |-  |LIC    |LAS VEGAS                |NV |US |BLCDT  -20060630ACH |1000.  kW |-         |570.5   |-       |67089      |N |35 |56 |46.00 |W |115 |2  |34.00 |ENTRAVISION HOLDINGS, LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |1354.7 m|H       |78119     |0.      |1020486 |38.     |1171266   |
KRQE        |-         |DT |16  |DA  |                    |2  |-  |LIC    |ALBUQUERQUE              |NM |US |BLCDT  -20020531AAV |75.    kW |-         |1268.0  |-       |48575      |N |35 |12 |40.00 |W |106 |26 |57.00 |LIN OF NEW MEXICO, LLC                                                      |   0.00 km |   0.00 mi |  0.00 deg |3285.6 m|H       |42918     |0.      |-       |39.6    |600404    |
WXXI-TV     |-         |DT |16  |DA  |                    |1  |-  |LIC    |ROCHESTER                |NY |US |BLEDT  -20030916ABS |180.   kW |-         |130.0   |-       |57274      |N |43 |8  |7.00  |W |77  |35 |3.00  |WXXI PUBLIC BROADCASTING COUNCIL                                            |   0.00 km |   0.00 mi |  0.00 deg |277.9  m|H       |68025     |0.      |1003958 |72.9    |1025550   |
WPTD        |-         |DT |16  |ND  |                    |1  |-  |LIC    |DAYTON                   |OH |US |BLEDT  -20090923ACN |163.   kW |-         |344.2   |-       |25067      |N |39 |43 |16.00 |W |84  |15 |0.00  |GREATER DAYTON PUBLIC TELEVISION, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |607.2  m|E       |94241     |-       |1011760 |339.2   |1334435   |
WMTJ        |-         |DT |16  |DA  |                    |2  |-  |LIC    |FAJARDO                  |PR |US |BLEDT  -20090303AAB |140.   kW |-         |852.1   |-       |2174       |N |18 |18 |35.00 |W |65  |47 |43.00 |SISTEMA UNIVERSITARIO ANA G. MENDEZ, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |1058.2 m|H       |79754     |0.      |-       |53.2    |1297547   |
WPDE-TV     |-         |DT |16  |DA  |                    |2  |-  |LIC    |FLORENCE                 |SC |US |BLCDT  -20080815ABI |421.   kW |-         |600.0   |-       |17012      |N |34 |22 |2.00  |W |79  |19 |49.00 |BARRINGTON MYRTLE BEACH LICENSE LLC                                         |   0.00 km |   0.00 mi |  0.00 deg |630.6  m|H       |85493     |0.      |1024373 |598.    |1260002   |
WGGS-TV     |-         |DT |16  |DA  |                    |2  |-  |LIC    |GREENVILLE               |SC |US |BLCDT  -20090612ABO |175.   kW |-         |360.0   |-       |9064       |N |34 |56 |26.00 |W |82  |24 |41.00 |CAROLINA CHRISTIAN BROADCASTING, INC                                        |   0.00 km |   0.00 mi |  0.00 deg |666.   m|H       |85480     |0.      |-       |51.     |1289703   |
KCLO-TV     |-         |DT |16  |DA  |                    |2  |-  |LIC    |RAPID CITY               |SD |US |BLCDT  -20060207ABK |150.   kW |-         |154.0   |-       |41969      |N |44 |4  |13.00 |W |103 |15 |1.00  |YOUNG BROADCASTING OF RAPID CITY, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |1266.  m|H       |68112     |0.      |1035414 |114.    |1111265   |
KHCE-TV     |-         |DT |16  |DA  |                    |3  |-  |LIC    |SAN ANTONIO              |TX |US |BLEDT  -20050209AKG |500.   kW |-         |307.0   |-       |27300      |N |29 |17 |24.00 |W |98  |15 |20.00 |SAN ANTONIO COMMUNITY                                                       |   0.00 km |   0.00 mi |  0.00 deg |469.6  m|H       |45032     |0.      |1228187 |305.    |1046137   |
KPTB-DT     |-         |DT |16  |ND  |                    |2  |-  |LIC    |LUBBOCK                  |TX |US |BLCDT  -20090210AFA |50.    kW |-         |83.0    |-       |53544      |N |33 |33 |12.00 |W |101 |49 |13.00 |PRIME TIME CHRISTIAN BROADCASTING, INC                                      |   0.00 km |   0.00 mi |  0.00 deg |1053.4 m|H       |85181     |-       |1048233 |86.     |1295641   |
WHRO-TV     |-         |DT |16  |DA  |                    |1  |-  |LIC    |HAMPTON-NORFOLK          |VA |US |BLEDT  -20090701AFO |1000.  kW |-         |360.6   |-       |25932      |N |36 |48 |31.00 |W |76  |30 |12.00 |HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOC., INC.                   |   0.00 km |   0.00 mi |  0.00 deg |363.6  m|H       |87388     |0.      |1057874 |356.6   |1318280   |
WJFW-TV     |-         |DT |16  |ND  |                    |2  |-  |LIC    |RHINELANDER              |WI |US |BLCDT  -20070222AOP |269.   kW |-         |362.0   |-       |49699      |N |45 |40 |3.00  |W |89  |12 |29.00 |NORTHLAND TELEVISION, LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |857.   m|H       |78554     |-       |1044673 |356.    |1173409   |
KPHO-TV     |-         |DT |17  |DA  |                    |2  |-  |LIC    |PHOENIX                  |AZ |US |BLCDT  -20051205ADF |1000.  kW |-         |507.0   |-       |41223      |N |33 |20 |2.00  |W |112 |3  |40.00 |MEREDITH CORPORATION                                                        |   0.00 km |   0.00 mi |  0.00 deg |875.   m|H       |67336     |0.      |1005664 |83.     |1102796   |
KVIQ        |-         |DT |17  |DA  |                    |2  |-  |LIC    |EUREKA                   |CA |US |BLCDT  -20030806ACS |30.    kW |-         |550.0   |-       |42640      |N |40 |43 |39.00 |W |123 |58 |17.00 |RAUL BROADCASTING COMPANY OF EUREKA, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |936.   m|H       |44483     |270.    |1224088 |128.    |677310    |
WKCF        |-         |DT |17  |DA  |                    |3  |-  |LIC    |CLERMONT                 |FL |US |BLCDT  -20020718AAR |1000.  kW |-         |472.0   |-       |53465      |N |28 |35 |12.00 |W |81  |4  |58.00 |ORLANDO HEARST                                                              |   0.00 km |   0.00 mi |  0.00 deg |481.   m|H       |38022     |0.      |1212124 |461.    |607369    |
WEAR-TV     |-         |DT |17  |ND  |                    |3  |-  |LIC    |PENSACOLA                |FL |US |BLCDT  -20050627AAK |1000.  kW |-         |579.0   |-       |71363      |N |30 |36 |45.00 |W |87  |38 |43.00 |WEAR LICENSEE, LLC                                                          |   0.00 km |   0.00 mi |  0.00 deg |612.   m|H       |84469     |-       |1212516 |567.2   |1063757   |
WALB        |-         |DT |17  |DA  |                    |3  |-  |LIC    |ALBANY                   |GA |US |BLCDT  -20070813ACY |800.   kW |-         |272.0   |-       |70713      |N |31 |19 |52.00 |W |83  |51 |43.00 |WALB LICENSE SUBSIDIARY, LLC                                                |   0.00 km |   0.00 mi |  0.00 deg |375.2  m|H       |77911     |0.      |1255221 |264.9   |1196012   |
KISU-TV     |-         |DT |17  |ND  |                    |2  |-  |LIC    |POCATELLO                |ID |US |BLEDT  -20030131AHZ |189.   kW |-         |451.1   |-       |62430      |N |43 |30 |4.00  |W |112 |39 |41.00 |STATE BOARD OF EDUCATION, STATE OF IDAHO                                    |   0.00 km |   0.00 mi |  0.00 deg |2017.8 m|H       |59016     |-       |-       |25.8    |623134    |
WTCT        |-         |DT |17  |ND  |                    |1  |-  |LIC    |MARION                   |IL |US |BLCDT  -20060629ACN |800.   kW |-         |213.0   |-       |67786      |N |37 |33 |26.00 |W |89  |1  |24.00 |TRI-STATE CHRISTIAN TV, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |378.   m|H       |33187     |-       |1040116 |122.    |1135978   |
WYIN        |-         |DT |17  |DA  |                    |1  |-  |LIC    |GARY                     |IN |US |BLEDT  -20040206AAA |300.   kW |-         |290.0   |-       |49803      |N |41 |20 |56.00 |W |87  |24 |2.00  |NORTHWEST INDIANA PUBLIC BROADCASTING, INC.                                 |   0.00 km |   0.00 mi |  0.00 deg |502.   m|H       |46333     |0.      |1029219 |281.    |976382    |
KAAS-TV     |-         |DT |17  |DA  |                    |2  |-  |LIC    |SALINA                   |KS |US |BLCDT  -20021120AAP |65.    kW |-         |314.0   |-       |11912      |N |39 |6  |16.00 |W |97  |23 |15.00 |NEWPORT TELEVISION LICENSE LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |720.   m|H       |28829     |0.      |1026745 |264.    |618848    |
WKPC-TV     |-         |DT |17  |DA  |                    |2  |-  |LIC    |LOUISVILLE               |KY |US |BLEDT  -19990826KE  |60.3   kW |-         |237.0   |-       |21432      |N |38 |22 |1.00  |W |85  |49 |54.00 |KENTUCKY AUTHORITY FOR EDUCATIONAL TV                                       |   0.00 km |   0.00 mi |  0.00 deg |427.   m|-       |17602     |0.      |1036023 |129.    |288173    |
KSLA        |-         |DT |17  |ND  |                    |2  |-  |LIC    |SHREVEPORT               |LA |US |BLCDT  -20020501AAS |175.   kW |-         |518.0   |-       |70482      |N |32 |40 |28.00 |W |93  |56 |0.00  |KSLA LICENSE SUBSIDIARY, LLC                                                |   0.00 km |   0.00 mi |  0.00 deg |580.6  m|H       |42636     |-       |1019627 |502.9   |601144    |
WCMV        |-         |DT |17  |DA  |                    |2  |-  |LIC    |CADILLAC                 |MI |US |BLEDT  -20050914AAI |338.   kW |-         |393.0   |-       |9922       |N |44 |44 |53.00 |W |85  |4  |8.00  |CENTRAL MICHIGAN UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |744.   m|H       |60511     |0.      |1006720 |370.    |1084741   |
KYNE-TV     |-         |DT |17  |ND  |                    |2  |-  |LIC    |OMAHA                    |NE |US |BLEDT  -20030409AAV |200.   kW |-         |117.0   |-       |47974      |N |41 |15 |28.00 |W |96  |0  |32.00 |NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION                          |   0.00 km |   0.00 mi |  0.00 deg |451.   m|H       |43677     |-       |1029934 |100.2   |656332    |
KAZQ        |-         |DT |17  |DA  |                    |2  |-  |LIC    |ALBUQUERQUE              |NM |US |BLEDT  -20051012ACK |65.6   kW |-         |1247.0  |-       |1151       |N |35 |12 |51.00 |W |106 |27 |1.00  |ALPHA OMEGA BROADCASTING OF ALBUQUERQUE, INC.                               |   0.00 km |   0.00 mi |  0.00 deg |3266.5 m|H       |58949     |0.      |-       |33.5    |685297    |
WSYR-TV     |-         |DT |17  |DA  |                    |1  |-  |LIC    |SYRACUSE                 |NY |US |BLCDT  -20030812ABK |105.   kW |-         |402.0   |-       |73113      |N |42 |56 |42.00 |W |76  |1  |28.00 |NEWPORT TELEVISION LICENSE LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |707.   m|H       |44725     |0.      |1004101 |224.    |678164    |
WNCN        |-         |DT |17  |ND  |                    |2  |-  |LIC    |GOLDSBORO                |NC |US |BLCDT  -20090612AIH |291.   kW |-         |611.0   |-       |50782      |N |35 |40 |29.00 |W |78  |31 |40.00 |MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC                                  |   0.00 km |   0.00 mi |  0.00 deg |690.   m|H       |90732     |-       |1027322 |580.3   |1316485   |
WUNE-TV     |-         |DT |17  |DA  |                    |2  |-  |LIC    |LINVILLE                 |NC |US |BLEDT  -20091118ADR |100.   kW |-         |546.0   |-       |69114      |N |36 |3  |50.00 |W |81  |50 |33.00 |UNIVERSITY OF NORTH CAROLINA                                                |   0.00 km |   0.00 mi |  0.00 deg |1532.  m|E       |88383     |0.      |1014575 |128.    |1341396   |
KBMY        |-         |DT |17  |ND  |                    |2  |-  |LIC    |BISMARCK                 |ND |US |BLCDT  -20090701ADJ |75.    kW |-         |290.0   |-       |22121      |N |46 |35 |15.00 |W |100 |48 |20.00 |KBMY-KMCY, LLC                                                              |   0.00 km |   0.00 mi |  0.00 deg |867.   m|H       |93687     |-       |1038762 |187.    |1320438   |
WTOL        |-         |DT |17  |DA  |                    |1  |-  |LIC    |TOLEDO                   |OH |US |BLCDT  -20031103ABR |735.   kW |-         |263.0   |-       |13992      |N |41 |40 |22.00 |W |83  |22 |47.00 |WTOL LICENSE SUBSIDIARY, LLC                                                |   0.00 km |   0.00 mi |  0.00 deg |441.   m|H       |42007     |0.      |1015681 |264.    |697691    |
WQCW        |-         |DT |17  |DA  |                    |1  |-  |LIC    |PORTSMOUTH               |OH |US |BLCDT  -20060630AFJ |50.    kW |-         |358.0   |-       |65130      |N |38 |45 |42.00 |W |83  |3  |41.00 |MOUNTAIN TV, L.L.C.                                                         |   0.00 km |   0.00 mi |  0.00 deg |595.3  m|H       |75391     |0.      |1027116 |259.1   |1136110   |
WKYC        |-         |DT |17  |DA  |                    |1  |-  |LIC    |CLEVELAND                |OH |US |BLCDT  -20090619ADC |868.   kW |-         |307.1   |-       |73195      |N |41 |23 |10.00 |W |81  |41 |21.00 |WKYC-TV, INC.                                                               |   0.00 km |   0.00 mi |  0.00 deg |579.4  m|H       |85809     |0.      |1265403 |262.4   |1314700   |
KMTR        |-         |DT |17  |DA  |                    |2  |-  |LIC    |EUGENE                   |OR |US |BLCDT  -20030618AAY |70.    kW |-         |473.0   |-       |35189      |N |44 |6  |57.00 |W |122 |59 |57.00 |NEWPORT TELEVISION LICENSE LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |715.   m|H       |44473     |220.    |1036028 |72.     |667717    |
WPHL-TV     |-         |DT |17  |ND  |                    |1  |-  |LIC    |PHILADELPHIA             |PA |US |BLCDT  -20090918ABV |645.   kW |-         |324.0   |-       |73879      |N |40 |2  |30.00 |W |75  |14 |23.00 |TRIBUNE TELEVISION COMPANY, DEBTOR-IN-POSSESSION                            |   0.00 km |   0.00 mi |  0.00 deg |389.   m|H       |90772     |-       |1027110 |322.    |1327586   |
WVEO        |-         |DT |17  |DA  |                    |2  |-  |LIC    |AGUADILLA                |PR |US |BLCDT  -20071116ACV |42.    kW |-         |372.0   |-       |61573      |N |18 |19 |6.00  |W |67  |10 |42.00 |INTERNATIONAL BROADCASTING CORPORATION                                      |   0.00 km |   0.00 mi |  0.00 deg |426.   m|H       |95714     |90.     |1012106 |56.     |1219996   |
WPXQ-TV     |-         |DT |17  |DA  |                    |1  |-  |LIC    |BLOCK ISLAND             |RI |US |BLCDT  -20050811AAT |1000.  kW |-         |228.0   |-       |50063      |N |41 |29 |41.00 |W |71  |47 |6.00  |OCEAN STATE TELEVISION, L.L.C.                                              |   0.00 km |   0.00 mi |  0.00 deg |298.1  m|H       |67093     |0.      |1022425 |179.5   |1079103   |
WLTX        |-         |DT |17  |DA  |                    |2  |-  |LIC    |COLUMBIA                 |SC |US |BLCDT  -20050701AAC |1000.  kW |-         |499.8   |-       |37176      |N |34 |5  |49.00 |W |80  |45 |51.00 |PACIFIC AND SOUTHERN COMPANY, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |582.5  m|H       |43474     |0.      |1044489 |478.2   |1070340   |
KDSD-TV     |-         |DT |17  |DA  |                    |-  |-  |LIC    |ABERDEEN                 |SD |US |BLEDT  -20040831AAE |19.    kW |-         |349.0   |-       |61064      |N |45 |29 |54.00 |W |97  |40 |28.00 |SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNIC                |   0.00 km |   0.00 mi |  0.00 deg |871.   m|H       |67080     |270.    |1049733 |305.    |1009376   |
WKOP-TV     |-         |DT |17  |ND  |                    |2  |-  |LIC    |KNOXVILLE                |TN |US |BLEDT  -20040405ACC |100.   kW |-         |551.3   |-       |18267      |N |35 |59 |44.00 |W |83  |57 |23.00 |EAST TENNESSEE PUBLIC COMMUNICATIONS CORP.                                  |   0.00 km |   0.00 mi |  0.00 deg |857.7  m|H       |59876     |-       |1222895 |456.9   |987909    |
KVIA-TV     |-         |DT |17  |DA  |                    |2  |-  |LIC    |EL PASO                  |TX |US |BLCDT  -20060207ABA |263.   kW |-         |577.0   |-       |49832      |N |31 |48 |19.00 |W |106 |28 |59.00 |NPG OF TEXAS, L.P.                                                          |   0.00 km |   0.00 mi |  0.00 deg |1819.  m|H       |69966     |180.    |1202400 |111.    |1113512   |
KPCB-DT     |-         |DT |17  |DA  |                    |2  |-  |LIC    |SNYDER                   |TX |US |BLCDT  -20090210AFB |5.     kW |-         |135.0   |-       |77452      |N |32 |46 |52.00 |W |100 |53 |52.00 |PRIME TIME CHRISTIAN BROADCASTING, INC                                      |   0.00 km |   0.00 mi |  0.00 deg |859.4  m|H       |86171     |135.    |1048234 |98.     |1295642   |
WVXF        |-         |DT |17  |DA  |                    |2  |-  |LIC    |CHARLOTTE AMALIE         |VI |US |BLCDT  -20090623ABB |4.2    kW |-         |454.0   |-       |3113       |N |18 |21 |26.00 |W |64  |56 |50.00 |STOREFRONT TELEVISION                                                       |   0.00 km |   0.00 mi |  0.00 deg |469.   m|H       |87201     |170.    |1024797 |18.     |1316751   |
WDBB        |-         |DT |18  |DA  |                    |2  |-  |LIC    |BESSEMER                 |AL |US |BLCDT  -20060421ABG |350.   kW |-         |675.0   |-       |71325      |N |33 |28 |51.00 |W |87  |24 |3.00  |WDBB-TV, INC.                                                               |   0.00 km |   0.00 mi |  0.00 deg |805.   m|H       |44013     |0.      |1035175 |599.3   |1121299   |
KFSM-TV     |-         |DT |18  |ND  |                    |2  |-  |LIC    |FORT SMITH               |AR |US |BLCDT  -20060530AIM |550.   kW |-         |286.0   |-       |66469      |N |35 |49 |49.00 |W |94  |9  |24.00 |LOCAL TV ARKANSAS LICENSE, LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |778.   m|H       |68109     |-       |1229759 |159.    |1128658   |
KUVS-DT     |-         |DT |18  |DA  |                    |2  |-  |LIC    |MODESTO                  |CA |US |BLCDT  -20020906ABH |500.   kW |-         |555.0   |-       |58609      |N |38 |7  |7.00  |W |120 |43 |27.00 |KUVS LICENSE PARTNERSHIP, G.P.                                              |   0.00 km |   0.00 mi |  0.00 deg |911.   m|E       |36726     |0.      |1047885 |73.     |610680    |
KUSI-TV     |-         |DT |18  |DA  |                    |2  |-  |LIC    |SAN DIEGO                |CA |US |BLCDT  -20060515ADM |355.   kW |-         |576.0   |-       |10238      |N |32 |41 |50.00 |W |116 |56 |4.00  |CHANNEL 51 OF SAN DIEGO, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |819.   m|H       |39587     |0.      |1059786 |52.     |1129396   |
KRMA-TV     |-         |DT |18  |DA  |                    |2  |-  |LIC    |DENVER                   |CO |US |BLEDT  -20070806AED |115.   kW |-         |331.0   |-       |14040      |N |39 |40 |17.00 |W |105 |13 |6.00  |ROCKY MOUNTAIN PUBLIC BROADCASTING NETWORK, INC.                            |   0.00 km |   0.00 mi |  0.00 deg |2355.  m|H       |76810     |0.      |1023484 |12.     |1198327   |
KRMJ        |-         |DT |18  |DA  |                    |2  |-  |LIC    |GRAND JUNCTION           |CO |US |BLEDT  -20100430ADO |21.    kW |-         |409.0   |-       |14042      |N |39 |3  |58.00 |W |108 |44 |43.00 |ROCKY MOUNTAIN PUBLIC BROADCASTING NETWORK, INC.                            |   0.00 km |   0.00 mi |  0.00 deg |2204.  m|H       |98926     |0.      |-       |46.     |1365978   |
WPBT        |-         |DT |18  |DA  |                    |3  |-  |LIC    |MIAMI                    |FL |US |BLEDT  -20010712AGD |1000.  kW |-         |309.0   |-       |13456      |N |25 |57 |30.00 |W |80  |12 |44.00 |COMMUNITY TV FOUNDATION OF S. FLORIDA, INC.                                 |   0.00 km |   0.00 mi |  0.00 deg |311.   m|H       |30258     |0.      |1029604 |309.1   |574906    |
WAND        |-         |DT |18  |DA  |                    |1  |-  |LIC    |DECATUR                  |IL |US |BLCDT  -20020509AAX |350.   kW |-         |375.0   |-       |70852      |N |39 |57 |7.00  |W |88  |49 |55.00 |WAND(TV) PARTNERSHIP                                                        |   0.00 km |   0.00 mi |  0.00 deg |580.   m|H       |29834     |0.      |1009651 |371.    |602441    |
WISE-TV     |-         |DT |18  |ND  |                    |1  |-  |LIC    |FORT WAYNE               |IN |US |BLCDT  -20091103ACK |320.   kW |-         |224.0   |-       |13960      |N |41 |6  |7.90  |W |85  |11 |4.90  |WISE-TV LICENSE, LLC                                                        |   0.00 km |   0.00 mi |  0.00 deg |470.   m|H       |93360     |-       |1029441 |227.1   |1338323   |
KYIN        |-         |DT |18  |DA  |                    |2  |-  |LIC    |MASON CITY               |IA |US |BLEDT  -20090612AHJ |533.   kW |-         |448.5   |-       |29086      |N |43 |28 |32.00 |W |92  |42 |29.00 |IOWA PUBLIC BROADCASTING BOARD                                              |   0.00 km |   0.00 mi |  0.00 deg |838.2  m|H       |87718     |0.      |1253749 |449.6   |1316563   |
WKYU-TV     |-         |DT |18  |ND  |                    |2  |-  |LIC    |BOWLING GREEN            |KY |US |BLEDT  -20040803AAG |61.    kW |-         |176.9   |-       |71861      |N |37 |3  |49.00 |W |86  |26 |7.00  |WESTERN KENTUCKY UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |347.6  m|H       |59142     |-       |1048806 |122.    |1004606   |
WMFP        |-         |DT |18  |DA  |                    |1  |-  |LIC    |LAWRENCE                 |MA |US |BLCDT  -20061219ACO |1000.  kW |-         |289.2   |-       |41436      |N |42 |18 |27.00 |W |71  |13 |27.00 |MTB BOSTON LICENSEE LLC.                                                    |   0.00 km |   0.00 mi |  0.00 deg |330.6  m|H       |70131     |0.      |1004623 |302.    |1165343   |
WMAU-TV     |-         |DT |18  |ND  |                    |3  |-  |LIC    |BUDE                     |MS |US |BLEDT  -20090327ABW |682.   kW |-         |340.0   |-       |43184      |N |31 |22 |22.00 |W |90  |45 |4.00  |MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV                                    |   0.00 km |   0.00 mi |  0.00 deg |462.   m|H       |91173     |-       |1041049 |314.    |1299564   |
KCPT        |-         |DT |18  |ND  |                    |2  |-  |LIC    |KANSAS CITY              |MO |US |BLEDT  -20090821AAU |1000.  kW |-         |355.0   |-       |53843      |N |39 |4  |59.00 |W |94  |28 |49.00 |PUBLIC TELEVISION 19, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |615.   m|H       |87906     |-       |1057465 |363.    |1328952   |
WMBC-TV     |-         |DT |18  |DA  |                    |1  |-  |LIC    |NEWTON                   |NJ |US |BLCDT  -20060803AMO |1000.  kW |-         |250.0   |-       |43952      |N |40 |51 |53.00 |W |74  |12 |3.00  |MOUNTAIN BROADCASTING CORPORATION                                           |   0.00 km |   0.00 mi |  0.00 deg |313.   m|H       |69225     |0.      |1045123 |193.    |1140624   |
WETM-TV     |-         |DT |18  |DA  |                    |1  |-  |LIC    |ELMIRA                   |NY |US |BLCDT  -20090622AFJ |45.    kW |-         |376.0   |-       |60653      |N |42 |6  |22.00 |W |76  |52 |17.00 |NEWPORT TELEVISION LICENSE LLC                                              |   0.00 km |   0.00 mi |  0.00 deg |769.   m|H       |85158     |0.      |1010439 |249.    |1318855   |
